Date,Actual_Usage,Actual_Delivery,Total_Gas_Before,Total_Gas_After,Max_Injection_Limit,Max_Withdrawal_Limit,EOM_Min_Storage,EOM_Max_Storage,Usage_P10,Usage_P50,Usage_P95,Opt_Delivery,Opt_Storage_After,Actual_Daily_Violation,Actual_Monthly_Violation,Opt_Daily_Violation,Opt_Monthly_Violation,
5/12/2024,1467.2,1785.6,14789.0315,15107.4315,651.7845,434.523,14484.1,28968.2,1139.908309,1522.769179,2060.899893,2100.461587,15422.29309,FALSE,FALSE,FALSE,FALSE,
5/13/2024,2051.984,1785.6,15107.4315,14841.0475,651.7845,434.523,14484.1,28968.2,1532.764674,2080.347278,2469.806137,2092.372047,15147.81955,FALSE,FALSE,FALSE,FALSE,
5/14/2024,2176.69,3072.224,14841.0475,15736.5815,651.7845,434.523,14484.1,28968.2,1561.253815,2075.988308,2461.716597,2112.197444,14776.55494,TRUE,FALSE,FALSE,FALSE,
5/15/2024,1773.22,2827.2,15736.5815,16790.5615,651.7845,434.523,14484.1,28968.2,1550.894598,2003.433365,2481.541994,2031.393658,15994.75516,TRUE,FALSE,FALSE,FALSE,
5/16/2024,1543.704,2443.296,16790.5615,17690.1535,651.7845,434.523,14484.1,28968.2,1317.159201,1877.793659,2400.738208,1657.422571,16904.28007,TRUE,FALSE,FALSE,FALSE,
5/17/2024,1442.048,1806.432,17690.1535,18054.5375,651.7845,434.523,14484.1,28968.2,795.4327819,1389.135079,2026.767121,1540.437774,17788.54327,FALSE,FALSE,FALSE,FALSE,
5/18/2024,1048,1785.6,18054.5375,18792.1375,651.7845,434.523,14484.1,28968.2,688.124216,1138.150244,1909.782324,1689.958038,18696.49554,TRUE,FALSE,FALSE,FALSE,
5/19/2024,1453.57,1785.6,18792.1375,19124.1675,651.7845,434.523,14484.1,28968.2,968.2445732,1437.702324,2059.302588,2071.968791,19410.53629,FALSE,FALSE,FALSE,FALSE,
5/20/2024,1977.58,1785.6,19124.1675,18932.1875,651.7845,434.523,14484.1,28968.2,1511.828778,2022.329841,2441.313341,2074.366703,19220.9542,FALSE,FALSE,FALSE,FALSE,
5/21/2024,2369.53,3072.224,18932.1875,19634.8815,651.7845,434.523,14484.1,28968.2,1526.778221,2000.726364,2443.711253,2059.454422,18622.11192,TRUE,FALSE,FALSE,FALSE,
5/22/2024,2127.44,2827.2,19634.8815,20334.6415,651.7845,434.523,14484.1,28968.2,1506.222313,1946.73906,2428.798972,1925.368038,19432.80954,TRUE,FALSE,FALSE,FALSE,
5/23/2024,1880.112,2443.296,20334.6415,20897.8255,651.7845,434.523,14484.1,28968.2,1271.134862,1810.274636,2294.712588,1636.944719,20091.47422,FALSE,FALSE,FALSE,FALSE,
5/24/2024,762.944,1806.432,20897.8255,21941.3135,651.7845,434.523,14484.1,28968.2,745.2403778,1392.415557,2006.289269,1577.599283,21712.48078,TRUE,FALSE,TRUE,FALSE,
5/25/2024,309.16,1785.6,21941.3135,23417.7535,651.7845,434.523,14484.1,28968.2,648.7034407,1172.167292,1946.943833,1671.654615,23303.80811,TRUE,FALSE,TRUE,FALSE,
5/26/2024,665.48,1785.6,23417.7535,24537.8735,651.7845,434.523,14484.1,28968.2,658.7852441,1205.262503,2040.999165,1981.834458,24734.10796,TRUE,FALSE,TRUE,FALSE,
5/27/2024,1413.752,1785.6,24537.8735,24909.7215,651.7845,434.523,14484.1,28968.2,1101.301562,1666.978942,2351.179008,2038.768149,25162.88965,FALSE,FALSE,FALSE,FALSE,
5/28/2024,1997.488,1785.6,24909.7215,24697.8335,651.7845,434.523,14484.1,28968.2,1374.228316,1969.985041,2408.112699,1998.773165,24911.00666,FALSE,FALSE,FALSE,FALSE,
5/29/2024,2116.96,2827.2,24697.8335,25408.0735,651.7845,434.523,14484.1,28968.2,1443.256442,1917.30708,2368.117715,1889.99146,24470.86496,TRUE,FALSE,FALSE,FALSE,
5/30/2024,1749.11,2443.296,25408.0735,26102.2595,651.7845,434.523,14484.1,28968.2,1334.976596,1826.152797,2259.33601,1607.117208,25266.08071,TRUE,FALSE,FALSE,FALSE,
5/31/2024,1260.75,1806.432,26102.2595,26647.9415,651.7845,434.523,14484.1,28968.2,869.896598,1328.851035,1976.461758,1442.309562,26283.81906,FALSE,FALSE,FALSE,FALSE,
6/1/2024,1302.67,1884.8,26647.9415,27230.0715,724.205,434.523,28968.2,43452.3,650.9389217,1056.914062,1824.689802,1573.060901,26918.3324,FALSE,FALSE,FALSE,FALSE,
6/2/2024,1794.18,1884.8,27230.0715,27320.6915,724.205,434.523,28968.2,43452.3,750.2844603,1276.522945,1955.441141,1949.410147,27385.30165,FALSE,FALSE,FALSE,FALSE,
6/3/2024,2094.96,1884.8,27320.6915,27110.5315,724.205,434.523,28968.2,43452.3,1313.467484,1893.988877,2331.790387,1976.593588,27202.32509,FALSE,FALSE,FALSE,FALSE,
6/4/2024,2204.99,2480,27110.5315,27385.5415,724.205,434.523,28968.2,43452.3,1390.239141,1970.503481,2358.973828,1940.008135,26845.54964,FALSE,FALSE,FALSE,FALSE,
6/5/2024,2214.43,2480,27385.5415,27651.1115,724.205,434.523,28968.2,43452.3,1455.276931,1951.985599,2322.388375,1851.29431,27022.40581,FALSE,FALSE,FALSE,FALSE,
6/6/2024,1870.68,2281.6,27651.1115,28062.0315,724.205,434.523,28968.2,43452.3,1324.83562,1820.506728,2233.67455,1601.611163,27382.04266,FALSE,FALSE,FALSE,FALSE,
6/7/2024,1337.248,1884.8,28062.0315,28609.5835,724.205,434.523,28968.2,43452.3,992.5659542,1372.148291,1983.991403,1524.400654,28249.18415,FALSE,FALSE,FALSE,FALSE,
6/8/2024,1260.744,1984,28609.5835,29332.8395,724.205,434.523,28968.2,43452.3,891.7587224,1189.70398,1906.780894,1676.723883,29025.56338,FALSE,FALSE,FALSE,FALSE,
6/9/2024,1781.6,1984,29332.8395,29535.2395,724.205,434.523,28968.2,43452.3,1190.736413,1445.214083,2059.104123,2009.007196,29560.2467,FALSE,FALSE,FALSE,FALSE,
6/10/2024,2026.83,1984,29535.2395,29492.4095,724.205,434.523,28968.2,43452.3,1509.215646,2033.520054,2391.387436,2017.177621,29525.58712,FALSE,FALSE,FALSE,FALSE,
6/11/2024,2035.21,2480,29492.4095,29937.1995,724.205,434.523,28968.2,43452.3,1501.685995,2029.257745,2399.557861,1960.43161,29417.63111,FALSE,FALSE,FALSE,FALSE,
6/12/2024,2012.16,2480,29937.1995,30405.0395,724.205,434.523,28968.2,43452.3,1482.785051,1989.009227,2342.81185,1872.908173,29797.94767,FALSE,FALSE,FALSE,FALSE,
6/13/2024,2214.42,2480,30405.0395,30670.6195,724.205,434.523,28968.2,43452.3,1307.972342,1847.708907,2255.288413,1602.594712,29793.21421,FALSE,FALSE,TRUE,FALSE,
6/14/2024,1030.184,1884.8,30670.6195,31525.2355,724.205,434.523,28968.2,43452.3,861.2174659,1420.556921,1984.974952,1503.770582,31144.20608,TRUE,FALSE,FALSE,FALSE,
6/15/2024,1095.16,1984,31525.2355,32414.0755,724.205,434.523,28968.2,43452.3,903.7029758,1214.110739,1886.150822,1684.035609,32114.11111,TRUE,FALSE,FALSE,FALSE,
6/16/2024,1721.87,1984,32414.0755,32676.2055,724.205,434.523,28968.2,43452.3,1098.107197,1488.576467,2066.415849,2022.637391,32714.84289,FALSE,FALSE,FALSE,FALSE,
6/17/2024,2076.09,1984,32676.2055,32584.1155,724.205,434.523,28968.2,43452.3,1470.783047,2029.033139,2405.017631,2027.945487,32628.06099,FALSE,FALSE,FALSE,FALSE,
6/18/2024,1856.008,2480,32584.1155,33208.1075,724.205,434.523,28968.2,43452.3,1048.504059,1986.704477,2410.325727,2013.862511,32741.97001,FALSE,FALSE,FALSE,FALSE,
6/19/2024,2160.976,1884.8,33208.1075,32931.9315,724.205,434.523,28968.2,43452.3,1205.418019,1958.217668,2396.242751,1887.158302,32934.2898,FALSE,FALSE,FALSE,FALSE,
6/20/2024,1830.85,1884.8,32931.9315,32985.8815,724.205,434.523,28968.2,43452.3,1326.404778,1803.480855,2269.538542,1605.867328,32706.94883,FALSE,FALSE,FALSE,FALSE,
6/21/2024,1241.88,1884.8,32985.8815,33628.8015,724.205,434.523,28968.2,43452.3,822.3172543,1398.731486,1988.247568,1496.480786,33240.48229,FALSE,FALSE,FALSE,FALSE,
6/22/2024,1117.171,1984,33628.8015,34495.6305,724.205,434.523,28968.2,43452.3,692.3920118,1168.853054,1878.861026,1670.248386,34181.87889,TRUE,FALSE,FALSE,FALSE,
6/23/2024,1796.274,1984,34495.6305,34683.3565,724.205,434.523,28968.2,43452.3,1042.652008,1464.764224,2052.628626,1996.179123,34695.53562,FALSE,FALSE,FALSE,FALSE,
6/24/2024,2045.698,1984,34683.3565,34621.6585,724.205,434.523,28968.2,43452.3,1464.776087,1995.839606,2378.559363,1990.444706,34628.10321,FALSE,FALSE,FALSE,FALSE,
6/25/2024,2260.54,2480,34621.6585,34841.1185,724.205,434.523,28968.2,43452.3,1486.862941,1985.285081,2372.824946,2013.519521,34374.63802,FALSE,FALSE,FALSE,FALSE,
6/26/2024,2361.142,2480,34841.1185,34959.9765,724.205,434.523,28968.2,43452.3,1452.64727,1978.809456,2395.899761,1906.535245,34386.51174,FALSE,FALSE,TRUE,FALSE,
6/27/2024,1627.542,2281.6,34959.9765,35614.0345,724.205,434.523,28968.2,43452.3,1303.673943,1856.532534,2288.915485,1671.722705,35004.15721,FALSE,FALSE,FALSE,FALSE,
6/28/2024,990.36,2281.6,35614.0345,36905.2745,724.205,434.523,28968.2,43452.3,958.5695555,1458.910952,2054.102945,1533.309715,36156.98422,TRUE,FALSE,FALSE,FALSE,
6/29/2024,990.358,2281.6,36905.2745,38196.5165,724.205,434.523,28968.2,43452.3,807.3726268,1218.545815,1915.689955,1683.169485,37598.08598,TRUE,FALSE,FALSE,FALSE,
6/30/2024,1994.34,2281.6,38196.5165,38483.7765,724.205,434.523,28968.2,43452.3,815.1045768,1495.095317,2065.549725,2082.415713,38284.59221,FALSE,FALSE,FALSE,FALSE,
7/1/2024,2460.704,2281.6,38483.7765,38304.6725,651.7845,434.523,43452.3,57936.4,1387.881217,2024.601577,2464.795953,2075.963592,38099.03609,FALSE,FALSE,FALSE,FALSE,
7/2/2024,1848.672,2281.6,38304.6725,38737.6005,651.7845,434.523,43452.3,57936.4,1387.457245,2060.800917,2458.343832,2082.149589,38538.15009,FALSE,FALSE,FALSE,FALSE,
7/3/2024,541.816,2281.6,38737.6005,40477.3845,651.7845,434.523,43452.3,57936.4,966.0665725,1928.278467,2464.529829,1997.616988,40193.40149,TRUE,FALSE,TRUE,FALSE,
7/4/2024,51.352,2281.6,40477.3845,42707.6325,651.7845,434.523,43452.3,57936.4,914.8044773,1872.314936,2379.997228,1586.909827,42012.94233,TRUE,FALSE,TRUE,FALSE,
7/5/2024,135.192,2281.6,42707.6325,44854.0405,651.7845,434.523,43452.3,57936.4,780.479114,1311.300701,1969.290067,1578.047134,44150.48763,TRUE,FALSE,TRUE,FALSE,
7/6/2024,579.544,2281.6,44854.0405,46556.0965,651.7845,434.523,43452.3,57936.4,741.1697293,1053.900302,1960.427374,1736.6255,46011.122,TRUE,FALSE,TRUE,FALSE,
7/7/2024,1400.128,2281.6,46556.0965,47437.5685,651.7845,434.523,43452.3,57936.4,967.1796801,1457.304255,2119.00574,2025.114351,47181.08285,TRUE,FALSE,FALSE,FALSE,
7/8/2024,2349.616,2281.6,47437.5685,47369.5525,651.7845,434.523,43452.3,57936.4,1420.131455,2041.25655,2407.494591,2030.859131,47118.81163,FALSE,FALSE,FALSE,FALSE,
7/9/2024,2025.784,2281.6,47369.5525,47625.3685,651.7845,434.523,43452.3,57936.4,1477.531866,1927.21418,2413.239371,2018.57553,47362.34403,FALSE,FALSE,FALSE,FALSE,
7/10/2024,1967.096,2579.2,47625.3685,48237.4725,651.7845,434.523,43452.3,57936.4,1475.001977,1911.353819,2400.95577,1919.440426,47577.71293,FALSE,FALSE,FALSE,FALSE,
7/11/2024,2023.688,2579.2,48237.4725,48792.9845,651.7845,434.523,43452.3,57936.4,1368.399526,1856.31986,2301.820666,1699.885023,47913.66952,FALSE,FALSE,FALSE,FALSE,
7/12/2024,964.16,2579.2,48792.9845,50408.0245,651.7845,434.523,43452.3,57936.4,888.775884,1384.042981,2082.265263,1602.702146,49431.52665,TRUE,FALSE,FALSE,FALSE,
7/13/2024,404.528,1289.6,50408.0245,51293.0965,651.7845,434.523,43452.3,57936.4,741.877772,1172.044299,1985.082386,1729.135146,51732.63165,TRUE,FALSE,TRUE,FALSE,
7/14/2024,1119.264,1289.6,51293.0965,51463.4325,651.7845,434.523,43452.3,57936.4,921.3122078,1428.749777,2111.515386,1933.43374,52107.26624,FALSE,FALSE,TRUE,FALSE,
7/15/2024,2351.712,1289.6,51463.4325,50401.3205,651.7845,434.523,43452.3,57936.4,1364.756756,1969.103538,2315.81398,1932.841945,51044.56244,TRUE,FALSE,FALSE,FALSE,
7/16/2024,2096,2579.2,50401.3205,50884.5205,651.7845,434.523,43452.3,57936.4,1478.072252,1961.451724,2315.222185,1910.91937,50216.23987,FALSE,FALSE,FALSE,FALSE,
7/17/2024,2276.256,2579.2,50884.5205,51187.4645,651.7845,434.523,43452.3,57936.4,1471.940476,1911.345758,2293.29961,1868.052693,50476.31719,FALSE,FALSE,FALSE,FALSE,
7/18/2024,2241.672,2579.2,51187.4645,51524.9925,651.7845,434.523,43452.3,57936.4,1360.446845,1792.555327,2250.432933,1706.485522,50652.27802,FALSE,FALSE,TRUE,FALSE,
7/19/2024,1370.784,1884.8,51524.9925,52039.0085,651.7845,434.523,43452.3,57936.4,835.7171841,1353.096361,2088.865762,1712.538825,51866.74732,FALSE,FALSE,FALSE,FALSE,
7/20/2024,909.664,1686.4,52039.0085,52815.7445,651.7845,434.523,43452.3,57936.4,691.8386739,1119.08297,2094.919065,1768.159997,52897.5045,TRUE,FALSE,TRUE,FALSE,
7/21/2024,1715.576,1686.4,52815.7445,52786.5685,651.7845,434.523,43452.3,57936.4,930.3780837,1468.812892,2150.540237,2010.054864,53110.22336,FALSE,FALSE,FALSE,FALSE,
7/22/2024,2092.856,1686.4,52786.5685,52380.1125,651.7845,434.523,43452.3,57936.4,1418.849644,2021.737762,2392.435104,2003.841346,52697.55385,FALSE,FALSE,FALSE,FALSE,
7/23/2024,2051.984,2579.2,52380.1125,52907.3285,651.7845,434.523,43452.3,57936.4,1525.574038,2071.314885,2386.221586,1987.831832,52315.96033,FALSE,FALSE,FALSE,FALSE,
7/24/2024,2127.44,2579.2,52907.3285,53359.0885,651.7845,434.523,43452.3,57936.4,1504.997434,1979.429959,2370.212072,1961.058532,52740.94703,FALSE,FALSE,FALSE,FALSE,
7/25/2024,2045.696,2579.2,53359.0885,53892.5925,651.7845,434.523,43452.3,57936.4,1329.266764,1816.175199,2343.438772,1762.643641,53076.03614,FALSE,FALSE,FALSE,FALSE,
7/26/2024,1311.048,1884.8,53892.5925,54466.3445,651.7845,434.523,43452.3,57936.4,976.7695247,1441.286806,2145.023881,1718.531087,54300.07559,FALSE,FALSE,FALSE,FALSE,
7/27/2024,1166.424,1686.4,54466.3445,54986.3205,651.7845,434.523,43452.3,57936.4,718.6725988,1197.355379,2100.911327,1763.362951,55063.28345,FALSE,FALSE,FALSE,FALSE,
7/28/2024,1447.288,1686.4,54986.3205,55225.4325,651.7845,434.523,43452.3,57936.4,1021.279784,1501.268175,2145.743191,2057.509401,55596.5419,FALSE,FALSE,FALSE,FALSE,
7/29/2024,2033.12,1686.4,55225.4325,54878.7125,651.7845,434.523,43452.3,57936.4,1453.409871,2001.155686,2439.889641,2062.00907,55254.32157,FALSE,FALSE,FALSE,FALSE,
7/30/2024,2000.632,2579.2,54878.7125,55457.2805,651.7845,434.523,43452.3,57936.4,1538.624931,2046.184933,2444.38931,2014.493642,54892.57414,FALSE,FALSE,FALSE,FALSE,
7/31/2024,2086.56,2579.2,55457.2805,55949.9205,651.7845,434.523,43452.3,57936.4,1529.143228,1940.302888,2396.873882,1925.802356,55296.52286,FALSE,FALSE,FALSE,FALSE,
8/1/2024,1777.408,1600.096,55949.9205,55772.6085,1013.887,434.523,72420.5,86904.6,1306.368644,1936.628645,2308.182596,1727.565108,55900.07761,FALSE,FALSE,FALSE,FALSE,
8/2/2024,1379.168,1600.096,55772.6085,55993.5365,1013.887,434.523,72420.5,86904.6,798.7707924,1454.362197,2109.945348,1577.69773,55971.13823,FALSE,FALSE,FALSE,FALSE,
8/3/2024,1318.384,1600.096,55993.5365,56275.2485,1013.887,434.523,72420.5,86904.6,698.1510296,1175.049421,1960.07797,1737.847813,56413.00031,FALSE,FALSE,FALSE,FALSE,
8/4/2024,1223.016,1600.096,56275.2485,56652.3285,1013.887,434.523,72420.5,86904.6,1018.402442,1477.621774,2120.228053,2011.733389,57063.96589,FALSE,FALSE,FALSE,FALSE,
8/5/2024,1831.904,1600.096,56652.3285,56420.5205,1013.887,434.523,72420.5,86904.6,1458.690406,2029.253614,2394.113629,2012.309531,56832.73403,FALSE,FALSE,FALSE,FALSE,
8/6/2024,1607.632,1600.096,56420.5205,56412.9845,1013.887,434.523,72420.5,86904.6,1509.414436,2015.841298,2394.689771,2027.482279,56840.37078,FALSE,FALSE,FALSE,FALSE,
8/7/2024,1655.84,1600.096,56412.9845,56357.2405,1013.887,434.523,72420.5,86904.6,1485.502434,1955.447968,2409.862519,1885.010553,56642.15505,FALSE,FALSE,FALSE,FALSE,
8/8/2024,1258.648,1600.096,56357.2405,56698.6885,1013.887,434.523,72420.5,86904.6,1356.769067,1849.788449,2267.390793,1569.991363,56668.58386,FALSE,FALSE,FALSE,FALSE,
8/9/2024,1291.136,1600.096,56698.6885,57007.6485,1013.887,434.523,72420.5,86904.6,876.6858342,1303.353703,1952.371603,1448.314629,56855.86713,FALSE,FALSE,FALSE,FALSE,
8/10/2024,719.976,2182.4,57007.6485,58470.0725,1013.887,434.523,72420.5,86904.6,793.8804316,1047.81101,1830.694869,1635.606904,57923.2794,TRUE,FALSE,FALSE,FALSE,
8/11/2024,1094.112,2182.4,58470.0725,59558.3605,1013.887,434.523,72420.5,86904.6,981.9370043,1276.123664,2017.987144,1930.794838,59306.75534,TRUE,FALSE,FALSE,FALSE,
8/12/2024,1588.768,2182.4,59558.3605,60151.9925,1013.887,434.523,72420.5,86904.6,1422.745552,1915.017565,2313.175078,1928.040781,59897.63328,FALSE,FALSE,FALSE,FALSE,
8/13/2024,1778.456,2976,60151.9925,61349.5365,1013.887,434.523,72420.5,86904.6,1420.676985,1884.474954,2310.421021,1890.901545,60264.43805,TRUE,FALSE,FALSE,FALSE,
8/14/2024,1456.72,2926.4,61349.5365,62819.2165,1013.887,434.523,72420.5,86904.6,1413.086525,1876.408627,2273.281785,1820.818821,61713.63532,TRUE,FALSE,FALSE,FALSE,
8/15/2024,1347.728,2976,62819.2165,64447.4885,1013.887,434.523,72420.5,86904.6,1294.663356,1776.612654,2203.199061,1537.514335,63009.00283,TRUE,FALSE,FALSE,FALSE,
8/16/2024,1119.264,2360.96,64447.4885,65689.1845,1013.887,434.523,72420.5,86904.6,853.1246397,1263.906815,1919.894575,1423.646907,64751.87141,TRUE,FALSE,FALSE,FALSE,
8/17/2024,955.776,2678.4,65689.1845,67411.8085,1013.887,434.523,72420.5,86904.6,738.5638246,1066.269349,1806.027147,1588.116798,66321.5253,TRUE,FALSE,FALSE,FALSE,
8/18/2024,1125.552,2678.4,67411.8085,68964.6565,1013.887,434.523,72420.5,86904.6,928.5759899,1266.626042,1970.497038,1879.909744,68166.16624,TRUE,FALSE,FALSE,FALSE,
8/19/2024,1892.68,2678.4,68964.6565,69750.3765,1013.887,434.523,72420.5,86904.6,1376.129169,1862.900672,2262.289984,1878.451444,68950.42794,FALSE,FALSE,FALSE,FALSE,
8/20/2024,2133.73,2976,69750.3765,70592.6465,1013.887,434.523,72420.5,86904.6,1387.81914,1818.415592,2260.831684,1851.825774,69468.47227,FALSE,FALSE,FALSE,FALSE,
8/21/2024,2049.89,2628.8,70592.6465,71171.5565,1013.887,434.523,72420.5,86904.6,1387.532368,1793.030954,2234.206014,1813.769047,70356.52555,FALSE,FALSE,FALSE,FALSE,
8/22/2024,1275.41,2976,71171.5565,72872.1465,1013.887,434.523,72420.5,86904.6,1292.121984,1680.558008,2196.149287,1549.025709,71445.17221,TRUE,FALSE,FALSE,FALSE,
8/23/2024,1052.19,2132.8,72872.1465,73952.7565,1013.887,434.523,72420.5,86904.6,749.9369492,1237.829287,1931.405949,1421.081566,73241.03807,TRUE,FALSE,FALSE,FALSE,
8/24/2024,883.46,2777.6,73952.7565,75846.8965,1013.887,434.523,72420.5,86904.6,597.5906052,1033.53062,1803.461806,1607.380318,74676.67682,TRUE,FALSE,FALSE,FALSE,
8/25/2024,1553.14,2777.6,75846.8965,77071.3565,1013.887,434.523,72420.5,86904.6,652.3502481,1254.461665,1989.760558,1915.101083,76208.85758,TRUE,FALSE,FALSE,FALSE,
8/26/2024,1943,2777.6,77071.3565,77905.9565,1013.887,434.523,72420.5,86904.6,1393.911468,1890.941914,2297.481323,1912.343945,77040.70045,FALSE,FALSE,FALSE,FALSE,
8/27/2024,2011.11,3075.2,77905.9565,78970.0465,1013.887,434.523,72420.5,86904.6,1406.275302,1900.326788,2294.724185,1875.479842,77770.32634,TRUE,FALSE,FALSE,FALSE,
8/28/2024,1824.57,3075.2,78970.0465,80220.6765,1013.887,434.523,72420.5,86904.6,1431.507471,1853.16368,2257.860082,1806.897938,78952.37444,TRUE,FALSE,FALSE,FALSE,
8/29/2024,1395.94,2876.8,80220.6765,81701.5365,1013.887,434.523,72420.5,86904.6,1299.918367,1694.695386,2189.278178,1538.431859,80363.16836,TRUE,FALSE,FALSE,FALSE,
8/30/2024,685.39,2033.6,81701.5365,83049.7465,1013.887,434.523,72420.5,86904.6,659.6212666,1249.212615,1920.812099,1432.539486,82448.68599,TRUE,FALSE,FALSE,FALSE,
8/31/2024,206.45,2033.6,83049.7465,84876.8965,1013.887,434.523,72420.5,86904.6,588.1301365,1056.372096,1814.919726,1565.308911,84408.60541,TRUE,FALSE,TRUE,FALSE,
9/1/2024,397.19,2479.5,84876.8965,86959.2065,1013.887,434.523,101388.7,115872.8,513.5074418,1040.03327,1947.689151,1893.007865,86372.71436,TRUE,FALSE,TRUE,FALSE,
9/2/2024,1032.28,2479.5,86959.2065,88406.4265,1013.887,434.523,101388.7,115872.8,986.3827028,1666.475716,2275.388105,1909.716217,87836.64272,TRUE,FALSE,FALSE,FALSE,
9/3/2024,2090.76,2479.5,88406.4265,88795.1665,1013.887,434.523,101388.7,115872.8,1338.032204,1864.769315,2292.096457,1898.184408,88213.85091,FALSE,FALSE,FALSE,FALSE,
9/4/2024,2099.14,3074.58,88795.1665,89770.6065,1013.887,434.523,101388.7,115872.8,1314.500609,1820.046231,2280.564648,1835.948257,88531.97476,FALSE,FALSE,FALSE,FALSE,
9/5/2024,2037.31,3074.58,89770.6065,90807.8765,1013.887,434.523,101388.7,115872.8,1248.729,1716.645677,2218.328497,1533.909722,89267.20622,TRUE,FALSE,TRUE,FALSE,
9/6/2024,1445.19,2380.32,90807.8765,91743.0065,1013.887,434.523,101388.7,115872.8,819.8164101,1262.724367,1916.289962,1368.766662,90731.45316,FALSE,FALSE,FALSE,FALSE,
9/7/2024,1173.77,2479.5,91743.0065,93048.7365,1013.887,434.523,101388.7,115872.8,673.2450723,1017.809756,1751.146902,1576.054071,92145.29057,TRUE,FALSE,FALSE,FALSE,
9/8/2024,1779.5,2479.5,93048.7365,93748.7365,1013.887,434.523,101388.7,115872.8,945.4287299,1272.913105,1958.434311,1877.575452,93146.81195,FALSE,FALSE,FALSE,FALSE,
9/9/2024,2259.49,2479.5,93748.7365,93968.7465,1013.887,434.523,101388.7,115872.8,1370.957933,1901.186393,2259.955692,1930.612129,93419.85863,FALSE,FALSE,FALSE,FALSE,
9/10/2024,2184.03,3173.76,93968.7465,94958.4765,1013.887,434.523,101388.7,115872.8,1427.276672,1935.581201,2312.992369,1922.584645,93707.30115,FALSE,FALSE,FALSE,FALSE,
9/11/2024,2053.04,3173.76,94958.4765,96079.1965,1013.887,434.523,101388.7,115872.8,1487.60706,1956.636316,2304.964885,1844.55786,94749.99436,TRUE,FALSE,FALSE,FALSE,
9/12/2024,1628.6,2380.32,96079.1965,96830.9165,1013.887,434.523,101388.7,115872.8,1313.975023,1817.625131,2226.9381,1565.43902,96016.03552,FALSE,FALSE,FALSE,FALSE,
9/13/2024,1247.12,1983.6,96830.9165,97567.3965,1013.887,434.523,101388.7,115872.8,981.1966089,1374.744975,1947.81926,1432.03283,97015.82933,FALSE,FALSE,FALSE,FALSE,
9/14/2024,771.33,2479.5,97567.3965,99275.5665,1013.887,434.523,101388.7,115872.8,883.7733266,1168.09549,1814.41307,1665.803809,98461.87031,TRUE,FALSE,FALSE,FALSE,
9/15/2024,1573.05,2479.5,99275.5665,100182.0165,1013.887,434.523,101388.7,115872.8,1064.915068,1444.61902,2048.184049,1988.860142,99691.37664,FALSE,FALSE,FALSE,FALSE,
9/16/2024,2179.84,2479.5,100182.0165,100481.6765,1013.887,434.523,101388.7,115872.8,1540.777124,1982.937491,2371.240382,1991.168036,99993.34454,FALSE,FALSE,FALSE,FALSE,
9/17/2024,1966.05,2876.22,100481.6765,101391.8465,1013.887,434.523,101388.7,115872.8,1497.400686,1962.589764,2373.548276,1939.367233,100454.9937,FALSE,FALSE,FALSE,FALSE,
9/18/2024,2216.52,2677.86,101391.8465,101853.1865,1013.887,434.523,101388.7,115872.8,1493.847574,1900.947689,2321.747473,1870.07801,101045.4045,FALSE,FALSE,FALSE,FALSE,
9/19/2024,1997.49,2876.22,101853.1865,102731.9165,1013.887,434.523,101388.7,115872.8,1320.671897,1783.12257,2252.45825,1562.983129,101418.6796,FALSE,FALSE,FALSE,FALSE,
9/20/2024,1271.224,1983.6,102731.9165,103444.2925,1013.887,434.523,101388.7,115872.8,820.9816694,1362.968238,1945.363369,1453.115464,102913.808,FALSE,FALSE,FALSE,FALSE,
9/21/2024,979.88,2479.5,103444.2925,104943.9125,1013.887,434.523,101388.7,115872.8,778.7681039,1188.275391,1835.495704,1670.281018,104134.6935,TRUE,FALSE,FALSE,FALSE,
9/22/2024,1507.03,2479.5,104943.9125,105916.3825,1013.887,434.523,101388.7,115872.8,1028.535959,1481.881483,2052.661258,1985.078251,105421.9608,FALSE,FALSE,FALSE,FALSE,
9/23/2024,1667.37,2479.5,105916.3825,106728.5125,1013.887,434.523,101388.7,115872.8,1456.144327,2011.863746,2367.458491,1993.020329,106242.0328,FALSE,FALSE,FALSE,FALSE,
9/24/2024,1906.31,3074.58,106728.5125,107896.7825,1013.887,434.523,101388.7,115872.8,1511.437758,2016.837898,2375.400569,1950.535679,106772.7382,TRUE,FALSE,FALSE,FALSE,
9/25/2024,1598.2,3074.58,107896.7825,109373.1625,1013.887,434.523,101388.7,115872.8,1490.928242,1899.143651,2332.915919,1857.482376,108156.0649,TRUE,FALSE,FALSE,FALSE,
9/26/2024,1731.29,2479.5,109373.1625,110121.3725,1013.887,434.523,101388.7,115872.8,1312.010302,1787.552982,2239.862616,1515.934288,109157.8068,FALSE,FALSE,FALSE,FALSE,
9/27/2024,1202.06,2479.5,110121.3725,111398.8125,1013.887,434.523,101388.7,115872.8,902.2018659,1339.541482,1898.314528,1366.61099,110285.9235,TRUE,FALSE,FALSE,FALSE,
9/28/2024,740.94,2479.5,111398.8125,113137.3725,1013.887,434.523,101388.7,115872.8,752.3831888,1101.431097,1748.99123,1597.272072,112255.1446,TRUE,FALSE,FALSE,FALSE,
