Date,Usage
2021-11-23,1415.1
2021-11-24,472.05
2021-11-25,220.29
2021-11-26,215.04
2021-11-27,708.08
2021-11-28,1111.94
2021-11-29,2058.14
2021-11-30,1929.11
2021-12-01,2065.48
2021-12-02,1785.4
2021-12-03,1196.91
2021-12-04,1121.38
2021-12-05,1590.28
2021-12-06,1853.58
2021-12-07,1857.78
2021-12-08,2024.57
2021-12-09,1747.63
2021-12-10,1517.9
2021-12-11,1165.44
2021-12-12,1650.08
2021-12-13,1808.48
2021-12-14,1846.24
2021-12-15,1698.33
2021-12-16,1764.42
2021-12-17,1374.19
2021-12-18,1135.02
2021-12-19,1367.9
2021-12-20,1825.26
2021-12-21,1740.29
2021-12-22,1967.92
2021-12-23,698.63
2021-12-24,290.57
2021-12-25,679.75
2021-12-26,1531.54
2021-12-27,2267.94
2021-12-28,1947.99
2021-12-29,1694.14
2021-12-30,808.78
2021-12-31,469.95
2022-01-01,825.56
2022-01-02,1600.77
2022-01-03,2080.17
2022-01-04,2250.1
2022-01-05,2570.05
2022-01-06,1976.32
2022-01-07,1632.24
2022-01-08,1297.61
2022-01-09,1729.8
2022-01-10,2002.54
2022-01-11,1973.17
2022-01-12,1968.97
2022-01-13,1927.01
2022-01-14,1476.99
2022-01-15,1160.19
2022-01-16,1741.34
2022-01-17,2045.55
2022-01-18,2001.49
2022-01-19,1966.88
2022-01-20,2014.08
2022-01-21,1573.5
2022-01-22,1015.43
2022-01-23,1566.16
2022-01-24,2088.56
2022-01-25,2049.75
2022-01-26,1765.47
2022-01-27,1354.26
2022-01-28,1536.78
2022-01-29,1105.65
2022-01-30,1381.53
2022-01-31,1814.77
2022-02-01,1923.87
2022-02-02,1579.79
2022-02-03,1698.33
2022-02-04,1363.7
2022-02-05,1324.89
2022-02-06,1382.58
2022-02-07,1539.93
2022-02-08,1502.17
2022-02-09,1732.95
2022-02-10,1575.6
2022-02-11,1323.84
2022-02-12,1546.23
2022-02-13,1938.55
2022-02-14,2470.4
2022-02-15,1523.15
2022-02-16,1682.6
2022-02-17,1512.66
2022-02-18,1513.71
2022-02-19,1235.72
2022-02-20,1161.24
2022-02-21,1479.09
2022-02-22,1704.62
2022-02-23,2002.54
2022-02-24,1809.52
2022-02-25,1350.06
2022-02-26,1483.29
2022-02-27,1641.68
2022-02-28,1697.28
2022-03-01,1707.77
2022-03-02,1843.09
2022-03-03,1602.87
2022-03-04,922.07
2022-03-05,1147.61
2022-03-06,1188.52
2022-03-07,1906.03
2022-03-08,1869.32
2022-03-09,1881.91
2022-03-10,1515.8
2022-03-11,1576.65
2022-03-12,955.64
2022-03-13,909.48
2022-03-14,1711.97
2022-03-15,2134.72
2022-03-16,2017.23
2022-03-17,1855.68
2022-03-18,1216.84
2022-03-19,1325.94
2022-03-20,1127.68
2022-03-21,1731.9
2022-03-22,1878.76
2022-03-23,1771.76
2022-03-24,1673.16
2022-03-25,1131.87
2022-03-26,1201.1
2022-03-27,1161.24
2022-03-28,1264.04
2022-03-29,1540.98
2022-03-30,1641.68
2022-03-31,1759.17
2022-04-01,1333.28
2022-04-02,988.16
2022-04-03,1411.95
2022-04-04,1923.87
2022-04-05,2044.5
2022-04-06,1744.49
2022-04-07,1637.49
2022-04-08,1420.35
