Date,total_usage,xgboost_pred,ridge_pred,en_pred,prophet_pred,avg_usage_plags,avg_usage_plags_week,ensemble_preds,sarimax_preds
8/15/2024,1347.728,1456.335146,1505.724407,1279.079756,1765.17944,1720.462318,1855.932979,1579.115712,1900.529165
8/16/2024,1119.264,967.4130586,1207.437094,1087.020938,1211.766887,1303.60319,1222.949426,1265.862052,1285.58548
8/17/2024,955.776,1024.117844,980.257072,904.0748653,900.1617744,1184.689335,1036.214915,1036.041764,1069.737636
8/18/2024,1125.552,1306.59619,1240.069292,1059.254358,1357.582754,1492.138598,1479.780149,1288.675519,1503.004766
8/19/2024,1892.68,1662.96063,1725.127568,1623.894717,1880.240256,1945.873978,2086.580277,1619.055495,2089.241253
8/20/2024,2133.73,1808.10823,2007.269766,1874.008479,1937.716736,2076.271073,2170.628957,1766.521487,2173.628249
8/21/2024,2049.89,1942.458638,1828.343435,1892.390085,1873.69076,1987.744291,2051.734872,1691.541311,2094.509522
8/22/2024,1275.41,1900.082688,1826.118752,1713.498835,1699.838059,1721.686162,1857.820617,1644.242005,1900.733328
8/23/2024,1052.19,956.6676599,1072.119311,1071.20545,1141.437126,1307.850061,1229.336596,1224.663341,1285.789642
8/24/2024,883.46,869.8070959,954.6669284,863.6719721,825.5544896,1197.234475,1045.952213,1056.53032,1069.941799
8/25/2024,1553.14,1463.992471,1274.044353,1121.298651,1279.587484,1510.348676,1486.741234,1313.288202,1503.208928
8/26/2024,1943,2206.890793,2091.150389,2078.839413,1799.916849,1965.193609,2099.295064,1726.184385,2089.445416
8/27/2024,2011.11,2073.782684,2198.901391,2110.714108,1856.280564,2090.606961,2167.453,1852.238248,2173.832411
8/28/2024,1824.57,1772.59558,1880.317125,1767.564071,1792.491737,1994.821274,2051.830298,1797.514227,2094.713685
8/29/2024,1395.94,1726.241608,1548.265487,1469.805843,1620.333899,1722.081676,1850.522957,1604.656669,1900.93749
8/30/2024,685.39,1041.415159,990.8769473,1089.903771,1065.161476,1306.154553,1230.369362,1197.178741,1285.993805
8/31/2024,206.45,478.1603247,651.037326,718.646712,754.0807785,1191.425128,1045.621468,961.6275426,1070.145961
9/1/2024,397.19,430.1430847,754.351903,709.5166148,1214.489477,1500.852832,1489.898255,1159.61966,1503.413091
9/2/2024,1032.28,1146.448972,1297.518136,1163.441331,1742.727054,1944.957486,2092.007936,1464.066005,2089.649578
9/3/2024,2090.76,1806.337556,1769.70679,1396.760791,1808.447731,2078.28048,2167.444915,1620.786932,2174.036574
9/4/2024,2099.14,2089.651064,2142.034469,1980.618175,1755.338747,1983.96733,2050.968489,1649.733016,2094.917847
9/5/2024,2037.31,1832.972428,1830.493906,1469.595679,1595.017388,1720.003022,1849.755085,1560.360795,1901.141653
9/6/2024,1445.19,1664.037264,1453.6898,1409.142968,1052.634501,1306.745961,1228.60766,1208.119006,1286.197967
9/7/2024,1173.77,1074.643308,1050.64756,950.7661997,755.0597863,1189.779642,1043.015723,983.6557516,1070.350124
9/8/2024,1779.5,1418.472271,1204.550129,1209.375456,1229.426729,1504.353089,1483.858043,1168.3597,1503.617253
9/9/2024,2259.49,2126.569275,2149.140359,2196.193199,1771.789523,1953.671765,2088.827191,1627.06455,2089.853741
9/10/2024,2184.03,2105.942194,2354.298459,2457.621284,1851.50332,2095.007128,2176.11066,1821.942397,2174.240736
9/11/2024,2053.04,1983.902299,2110.71387,2135.438796,1811.95046,2004.95867,2056.876787,1810.516627,2095.12201
9/12/2024,1628.6,1893.663276,1660.371362,1824.150195,1664.445871,1729.971777,1859.469128,1646.264362,1901.345815
9/13/2024,1247.12,1188.974268,1103.944517,1173.120039,1133.849119,1310.185648,1236.479255,1270.78579,1286.40213
9/14/2024,771.33,1024.274694,1074.189972,1145.649463,846.7581411,1186.515207,1045.575362,1101.722951,1070.554286
9/15/2024,1573.05,1261.260115,1191.319573,1179.101495,1330.062283,1501.149346,1493.060277,1332.22911,1503.821416
9/16/2024,2179.84,1999.000287,2031.86157,2129.492259,1879.606716,1949.867709,2094.500809,1723.408179,2090.057903
9/17/2024,1966.05,1942.344669,2272.970117,2414.823054,1964.579349,2099.658279,2177.94534,1827.849777,2174.444899
9/18/2024,2216.52,1936.821488,1936.948298,1855.644478,1928.242663,2008.273877,2059.107851,1751.266473,2095.326172
9/19/2024,1997.49,2036.724544,1999.754951,1972.760334,1781.84347,1737.251575,1859.672745,1678.914539,1901.549978
9/20/2024,1271.224,1421.79603,1317.533233,1384.268593,1250.227914,1313.436788,1244.238936,1300.463365,1286.606292
9/21/2024,979.88,962.5793162,1052.218959,1075.301446,960.0366468,1181.521877,1043.506532,1083.291502,1070.758449
9/22/2024,1507.03,1770.904292,1475.583564,1496.81691,1438.257698,1501.247313,1504.786447,1371.07933,1504.025579
9/23/2024,1667.37,2176.792695,1999.104828,1943.194751,1980.889123,1949.912425,2099.352511,1753.144753,2090.262066
9/24/2024,1906.31,1892.685231,1832.374483,1766.211302,2057.322534,2102.929642,2180.522149,1772.527796,2174.649061
9/25/2024,1598.2,1763.558535,2018.722676,2018.217711,2011.070031,2011.498514,2054.500191,1785.202499,2095.530335
9/26/2024,1731.29,1558.095172,1512.86648,1353.537443,1853.66764,1741.393754,1858.323915,1600.770733,1901.75414
9/27/2024,1202.06,1260.369895,1231.622159,1315.972736,1310.282745,1319.621749,1244.986851,1258.080687,1286.810455
9/28/2024,740.94,935.854281,1063.760799,988.3750113,1007.900628,1186.569989,1046.938021,1067.425724,1070.962611
9/29/2024,1066.87,1346.606077,1332.54537,1133.529658,1473.867898,1502.31395,1509.477511,1299.042831,1504.229741
9/30/2024,1561.52,1806.614812,1800.844364,1576.112823,2004.545129,1951.296156,2103.032511,1629.379182,2090.466228
10/1/2024,2280.45,1658.407344,1763.936329,1621.946512,2069.680103,2099.087084,2181.670553,1828.11814,2174.853224
10/2/2024,1671.56,2144.576358,2138.777704,2238.292315,2013.124484,2014.065207,2052.508383,1847.743319,2095.734497
10/3/2024,1516.46,1491.962039,1603.834682,1464.294183,1846.727297,1749.589346,1864.306681,1734.280428,1901.958303
10/4/2024,1106.69,1162.007119,1156.934189,1094.46405,1295.933028,1326.013575,1255.833553,1329.588293,1287.014617
10/5/2024,898.14,914.5065741,924.7369501,848.4595803,987.9597189,1191.265682,1056.021319,1107.579583,1071.166774
10/6/2024,1512.26,1705.392808,1357.074388,1125.083116,1450.335093,1513.928413,1526.622723,1404.159364,1504.433904
10/7/2024,1879.06,2077.784597,2028.229722,1998.054701,1979.54328,1967.500749,2117.48283,1786.169333,2090.670391
10/8/2024,1753.5,1926.708693,2067.572528,2044.002136,2045.393706,2110.805184,2191.637894,1936.06054,2175.057386
10/9/2024,1938.8,1846.510071,1736.478098,1548.811764,1991.735137,2017.89181,2054.767851,1829.257383,2095.93866
10/10/2024,1551.04,1797.8755,1832.724261,1789.600305,1830.348346,1756.638609,1867.493809,1746.192938,1902.162465
10/11/2024,1064.77,974.7590552,1255.494411,1094.252795,1286.54527,1337.863654,1263.202383,1330.181505,1287.21878
10/12/2024,1038.57,844.8515125,993.8185078,959.8882512,987.3500171,1205.775547,1063.331851,1097.701363,1071.370936
10/13/2024,1485.02,1518.941643,1345.372681,1373.359075,1460.039723,1527.434581,1532.735596,1394.160938,1504.638066
10/14/2024,2447.08,2007.85783,2005.373223,1821.491548,2000.797689,1975.55305,2120.042936,1842.757294,2090.874553
10/15/2024,2210.22,2275.311812,2446.226284,2576.707099,2079.090223,2121.979922,2193.468319,1969.287836,2175.261549
10/16/2024,2059.81,2190.715415,2037.909472,1908.924238,2038.389955,2024.884101,2057.507426,1929.179505,2096.142822
10/17/2024,1870.85,1973.713076,1794.831823,1747.852877,1890.07886,1759.331603,1871.772532,1774.840263,1902.366628
10/18/2024,1429.23,1298.540063,1358.825987,1432.939155,1359.058546,1337.446,1266.52834,1394.247026,1287.422943
10/19/2024,1095.16,1073.1162,1219.534326,1257.459221,1071.942899,1204.505771,1064.162915,1181.360955,1071.575099
10/20/2024,1571.21,1579.286404,1536.382669,1562.76243,1555.61072,1534.168503,1537.572298,1467.59,1504.842229
10/21/2024,2151.68,2111.804299,2108.068732,2113.752584,2105.87047,1974.226279,2121.102298,1939.757389,2091.078716
10/22/2024,2015.97,2003.149025,2108.848968,2119.24103,2191.848217,2128.253218,2194.097574,1995.578471,2175.465711
10/23/2024,1817.6,1831.894316,1901.589549,1988.772876,2156.721214,2024.474089,2057.69317,1919.718778,2096.346985
10/24/2024,1890.68,1771.407648,1734.040364,1624.593453,2011.630054,1770.574497,1875.80434,1799.621658,1902.57079
10/25/2024,1633.86,1374.02137,1499.803087,1472.269147,1481.29669,1356.216816,1276.759723,1453.301824,1287.627105
10/26/2024,1171.36,1255.237289,1312.910986,1429.372921,1192.223161,1231.919469,1078.256426,1215.344274,1071.779261
10/27/2024,1443.85,1512.657577,1493.246492,1486.419104,1671.248476,1560.695229,1552.43666,1481.228791,1505.046391
10/28/2024,2118.24,2076.984644,2048.73002,2033.114304,2214.21564,1986.571933,2128.685702,1905.087076,2091.282879
10/29/2024,2695.61,2365.440882,2225.408429,2031.532045,2290.359805,2135.139363,2192.823319,2055.82661,2175.669874
10/30/2024,1763,2417.74092,2394.325704,2458.219337,2243.039975,2031.717514,2066.521819,2048.92387,2096.551147
10/31/2024,1876,1618.144043,1774.38859,1602.372864,2083.647222,1782.457927,1881.430404,1870.334939,1902.774953
11/1/2024,1674.57,1472.708679,1573.511197,1633.481442,1537.216796,1360.99695,1286.977383,1501.237413,1287.831268
11/2/2024,1437.59,1425.239647,1289.543387,1339.442381,1230.619114,1241.933022,1084.244298,1266.317097,1071.983424
11/3/2024,1973.17,1952.56467,1671.180795,1642.207647,1691.107291,1566.904011,1552.517957,1572.452697,1505.250554
11/4/2024,2176.74,2377.430315,2390.178672,2593.16882,2214.97341,1998.181341,2125.02466,2012.798838,2091.487041
11/5/2024,2284.27,2128.822569,2187.488721,2167.904779,2271.924855,2142.444257,2202.845894,2148.31788,2175.874036
11/6/2024,2062.94,2167.445827,1930.578538,2028.290379,2205.803398,2043.730441,2068.058543,2009.68621,2096.75531
11/7/2024,1963.77,1936.159818,1881.699791,1999.618407,2028.480388,1787.873257,1890.206681,1905.600723,1902.979115
11/8/2024,1674.57,1570.666088,1654.029847,1703.815029,1465.455762,1380.351212,1308.169723,1528.601274,1288.03543
11/9/2024,1437.59,1374.721398,1357.313183,1523.340004,1144.036237,1258.726095,1101.256851,1295.146155,1072.187586
11/10/2024,1973.17,1771.083286,1617.793201,1682.744412,1591.870689,1581.487637,1571.074766,1628.58233,1505.454716
11/11/2024,2176.74,2245.587755,2243.95812,2387.017627,2105.595295,2013.650615,2146.597596,2032.850535,2091.691204
11/12/2024,2284.27,2120.321619,2093.264086,2320.837276,2155.200037,2151.129374,2213.654085,2079.689394,2176.078199
11/13/2024,2062.94,2253.335393,1939.862396,2010.977974,2084.73957,2049.087078,2073.212053,2036.984031,2096.959472
11/14/2024,1963.77,1915.268934,1807.69798,1966.553162,1906.22204,1796.128922,1889.419447,1918.578386,1903.183278
11/15/2024,1674.57,1617.417095,1488.359685,1695.51882,1345.203747,1387.230771,1310.736745,1514.505832,1288.239593
11/16/2024,1437.59,1391.038201,1446.09054,1567.265448,1028.96516,1267.549749,1102.003979,1316.614936,1072.391749
11/17/2024,1973.17,1905.82465,1707.49285,1734.868854,1485.046367,1589.565045,1581.327957,1645.009875,1505.658879
11/18/2024,2176.74,2113.268831,2132.464703,2278.978993,2009.894537,2024.377542,2155.676851,2021.267594,2091.895366
11/19/2024,2284.27,2211.256144,2040.99161,2213.01251,2073.234947,2165.297564,2220.907702,2092.415491,2176.282361
11/20/2024,2062.94,2006.161205,1791.528802,2160.912078,2018.788475,2070.156732,2077.596734,1949.940232,2097.163635
11/21/2024,1963.77,1896.169279,1503.548914,1914.960387,1858.168952,1819.471335,1894.546681,1791.580219,1903.38744
11/22/2024,1674.57,1590.197612,1413.364592,1671.074178,1316.488069,1415.005011,1321.076085,1495.234806,1288.443755
11/23/2024,1437.59,1395.761223,1362.680167,1561.97508,1020.543045,1293.328419,1119.018617,1296.164894,1072.595911
11/24/2024,1973.17,1854.997349,1713.275391,1729.578486,1497.364855,1602.774966,1588.987638,1656.699594,1505.863041
11/25/2024,2176.74,2132.028566,2342.031547,2273.688625,2042.879212,2030.024581,2156.853553,2123.405833,2092.099529
11/26/2024,2284.27,2104.66337,2205.408454,2207.722142,2126.291522,2161.846,2227.248106,2175.860694,2176.486524
11/27/2024,840.42,2125.724269,2195.521749,2155.62171,2090.818308,2069.25795,2082.074074,2142.783882,2097.367797
11/28/2024,468.76,369.6045093,1180.45582,882.8862618,1947.598123,1816.317011,1900.503809,1826.920035,1903.591603
11/29/2024,860.26,629.7747858,953.5466372,614.0678424,1421.309267,1407.010989,1329.522043,1406.934472,1288.647918
11/30/2024,947.96,1073.738195,1255.053609,989.3440346,1138.369172,1287.352296,1123.169255,1228.674811,1072.800074
